rownames.camera_results.	camera_descr	PValue	FDR	camera_Phenotype	camera_genes
CELLULAR RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0071345	CELLULAR RESPONSE TO CYTOKINE STIMULUS	0.329441158268058	0.517978767549879	1	AAAS,ADAM17,ADAMTS12,ADAMTS7,ADAR,ADIPOR1,ADIPOR2,AIF1,AIM2,AKAP6,ARHGEF2,ARIH1,ASPN,AXL,B2M,BAG4,BBS2,BBS4,BGN,BIRC2,BIRC3,BRCA1,BST2,BTRC,CAMK2B,CAMK2D,CAMK2G,CARD14,CASP8,CCL11,CCL13,CCL14,CCL18,CCL19,CCL20,CCL21,CCL22,CCL25,CCL2,CCL3L1,CCL3,CCL4L2,CCL4,CCL5,CCL7,CCL8,CCR1,CCR2,CCR5,CCR6,CCR7,CCRL2,CD27,CD40,CD44,CD58,CDC34,CDK9,CEBPA,CHI3L1,CHUK,CIB1,CIITA,CISH,CLCF1,CLIP3,CMKLR1,CNTFR,COMMD7,CSF1R,CSF2RB,CSNK2B,CTR9,CUL1,CX3CL1,CX3CR1,CXCL10,CXCL11,CXCL12,CXCL13,CXCL1,CXCL2,CXCL3,CXCL5,CXCL6,CXCL9,CXCR3,CXCR4,CYLD,DAB2IP,DAPK1,DAPK3,DCN,DPYSL3,DUOX1,EBI3,EDA2R,EDARADD,EDAR,EDA,EDN2,EGR1,EIF4A1,EIF4A2,EIF4A3,EIF4E2,EIF4E3,EIF4E,EIF4G1,EIF4G2,EIF4G3,EPOR,EPRS,ERBB2IP,F3,FADD,FAS,FBXW11,FCGR1A,FCGR1B,FER,FLNB,FLRT2,FLRT3,FOXO3,GAPDH,GAS6,GATA3,GBA,GBP1,GBP2,GNB2L1,GPR75,GSK3A,GSK3B,HAS2,HAX1,HCK,HCLS1,HERC5,HIF1A,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-F,HLA-G,HTRA2,HYAL1,HYAL2,HYAL3,ICAM1,IFI30,IFI35,IFI6,IFIT1,IFIT2,IFIT3,IFITM1,IFITM2,IFITM3,IFNAR1,IFNAR2,IFNGR1,IFNGR2,IKBKB,IKBKG,IL10RB,IL12RB1,IL12RB2,IL15RA,IL17RA,IL17RB,IL17RC,IL17RD,IL17RE,IL1B,IL1R1,IL1R2,IL1RL2,IL1RN,IL20RA,IL20RB,IL21R,IL22RA1,IL2RB,IL2RG,IL3RA,IL4R,IL6R,IL6ST,IL6,IL7R,INPP5K,IP6K2,IRAK1,IRAK2,IRAK3,IRF1,IRF2,IRF3,IRF4,IRF5,IRF6,IRF7,IRF8,IRF9,ISG15,ISG20,JAGN1,JAK1,JAK2,JAK3,KIT,KPNA1,KPNA2,KPNA3,KPNA4,KPNA5,KPNB1,LEF1,LEPR,LGALS9,LIFR,LRP8,LRRC15,LRRC4B,LRRC4C,LRRC4,LRRTM1,LTA,LTBR,LTB,MADD,MAP3K14,MAP3K7,MAPK3,MID1,MKKS,MME,MPL,MST1R,MT1X,MT2A,MX1,MX2,MYLK3,NCAM1,NDUFA13,NEDD4,NFE2L2,NFKB1,NFKB2,NGFR,NKX3-1,NPNT,NPR2,NSMAF,NUMBL,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP43,NUP50,NUP54,NUP62,NUP85,NUP88,NUP93,NUP98,NUPL1,NUPL2,OAS1,OAS2,OAS3,OASL,OSMR,OSM,PDE1B,PDE2A,PHB,PIAS1,PID1,PIN1,PLCB1,PLCG1,PLP2,PLVAP,PML,PNPT1,PODNL1,PODN,POM121,PPM1B,PRKCD,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB10,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,PTAFR,PTGIS,PTK2B,PTPN11,PTPN1,PTPN2,PTPN6,PYCARD,RAE1,RANBP2,RBCK1,RBMX,RELA,RELB,RELT,RIPK1,RNASEL,RNF31,RPL13A,RPS27A,RPS6KA4,RPS6KA5,RSAD2,RTN4RL1,RTN4RL2,RTN4R,SAMHD1,SBNO2,SEH1L,SELPLG,SFRP1,SHARPIN,SHPK,SIRT1,SKP1,SLC26A6,SMAD4,SMPD2,SMPD3,SMPD4,SOCS1,SOCS2,SOCS3,SOCS4,SOCS5,SOCS6,SOCS7,SOX9,SP100,ST3GAL6,STAT1,STAT2,STAT3,STAT5A,STAT5B,STAT6,SUMO1,SYNCRIP,TAB1,TAB2,TAB3,TAX1BP1,TCF7,TNFAIP3,TNFRSF10A,TNFRSF10B,TNFRSF10C,TNFRSF10D,TNFRSF11A,TNFRSF11B,TNFRSF12A,TNFRSF14,TNFRSF18,TNFRSF19,TNFRSF1A,TNFRSF1B,TNFRSF21,TNFRSF25,TNFRSF4,TNFRSF6B,TNFRSF8,TNFRSF9,TNFSF12,TNFSF13B,TNFSF13,TNFSF15,TNFSF4,TNF,TNIP2,TPR,TRADD,TRAF1,TRAF2,TRAF3,TRIM21,TRIM22,TRIM25,TRIM26,TRIM34,TRIM38,TRIM5,TRIM62,TRIM68,TRIM6,TRIM8,TXNDC17,TYK2,UBA3,UBA52,UBA7,UBB,UBC,UBE2E1,UBE2G2,UBE2K,UBE2L6,UBE2M,UBE2N,USP18,VCAM1,WNT5A,XAF1,XBP1,XCL1,XCL2,ZFAND6,ZNF268,ZNF675
GLYOXYLATE METABOLISM AND GLYCINE DEGRADATION%REACTOME DATABASE ID RELEASE 55%389661	GLYOXYLATE METABOLISM AND GLYCINE DEGRADATION	0.329718611708688	0.518240338147247	-1	AMT,BCKDHA,BCKDHB,DBT,DHTKD1,DLAT,DLD,DLST,GCSH,GLDC,GRHPR,LIAS,LIPT1,LIPT2,NDUFAB1,OGDH,PDHA1,PDHB,PDHX
TRANSLESION SYNTHESIS BY POLI%REACTOME%R-HSA-5656121.1	TRANSLESION SYNTHESIS BY POLI	0.331003209788671	0.520003271054872	-1	MAD2L2,PCNA,POLI,REV1,REV3L,RFC1,RFC2,RFC3,RFC4,RFC5,RPA1,RPA2,RPA3,RPS27A,UBA52,UBB,UBC
NEGATIVE REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051058	NEGATIVE REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION	0.331063175784131	0.520003271054872	-1	ARAP3,CUL3,DAB2IP,DLC1,FBP1,FLCN,KANK1,KCTD13,MAPKAP1,MFN2,NF1,RASA1,RASA2,RASA3,RASA4,RASAL1,RASAL2,RASAL3,SCAI,SLIT2,STAMBP,STMN3,SYNGAP1,TNFAIP1
GLYCOSYL COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:1901659	GLYCOSYL COMPOUND BIOSYNTHETIC PROCESS	0.331471780928804	0.520469827678516	-1	ACOT7,ADAL,ADA,ADSL,ADSSL1,ADSS,AK5,ALDOA,ATP5A1,ATP5B,ATP5C1,ATP5D,ATP5E,ATP5F1,ATP5G1,ATP5G2,ATP5G3,ATP5H,ATP5I,ATP5J2,ATP5J,ATP5L,ATP5O,ATP5S,ATP6V0A1,ATP6V0A2,CAD,CDA,CECR1,CHCHD10,CMPK1,COASY,DCAKD,DCK,DCTD,DHFRL1,DHODH,DUT,GBAS,HPRT1,LCMT2,MAT2A,MAT2B,PANK2,PAPSS1,PAPSS2,PDCL3,PDCL,PPCDC,PPCS,PRKAG2,PRTFDC1,QTRT1,QTRTD1,SLC25A13,SLC26A1,SLC26A2,SLC35B2,SLC35B3,STOML2,SURF1,TCIRG1,TGFB1,TK1,TK2,TXNDC9,TYMP,TYMS,UCK1,UCK2,UCKL1,UMPS,UPP1,UPRT
PROTEIN GLYCOSYLATION%GOBP%GO:0006486	PROTEIN GLYCOSYLATION	0.331739813677053	0.520540272722318	-1	ADAMTS13,ADAMTS5,ADAMTS7,ADAMTSL1,ADAMTSL4,ALG10B,ALG10,ALG11,ALG12,ALG13,ALG14,ALG1L,ALG1,ALG2,ALG3,ALG5,ALG6,ALG8,ALG9,ANKRD28,AREG,ARF4,B3GALNT2,B3GNT2,B3GNT3,B3GNT4,B3GNT5,B3GNT7,B3GNT8,B4GALT1,B4GALT2,B4GALT3,B4GALT4,B4GALT5,B4GALT6,B4GALT7,BET1,C1GALT1C1,C1GALT1,CALR,CANX,CD59,CFP,CMAS,CNIH2,CNIH3,COG3,COG7,COL7A1,CSNK1D,CTAGE5,CTSA,CTSC,CTSZ,DAD1,DDOST,DERL2,DERL3,DHDDS,DOLK,DOLPP1,DPAGT1,DPM1,DPM2,DPM3,DPY19L1,DPY19L2,DPY19L3,DPY19L4,EDEM1,EDEM2,EDEM3,ENTPD5,F5,F8,FKRP,FKTN,FOLR1,FUCA1,FUT10,FUT1,FUT2,FUT3,FUT4,FUT7,FUT8,GAL3ST1,GALNT10,GALNT11,GALNT12,GALNT13,GALNT14,GALNT1,GALNT2,GALNT3,GALNT4,GALNT5,GALNT6,GALNT7,GANAB,GCNT1,GCNT2,GCNT3,GFPT1,GFPT2,GLB1,GMPPA,GMPPB,GNE,GNPNAT1,GNPTAB,GOLGA2,GORASP1,GOSR2,GXYLT1,GXYLT2,GYLTL1B,ISPD,KIAA2018,LARGE,LMAN1,LRP2,MAGT1,MAN1A1,MAN1A2,MAN1B1,MAN1C1,MAN2A1,MAN2A2,MANEA,MCFD2,MGAT1,MGAT2,MGAT3,MGAT4A,MGAT4B,MGAT5,MIA3,MLEC,MOGS,MPI,MUC15,MUC1,MUC20,MUC4,MUC5B,MUC6,MVD,NANP,NANS,NAPA,NEU1,NEU3,NEU4,NPC1,NPL,NSF,OAS2,OGT,OS9,OSTC,PARP10,PARP16,PARP1,PARP3,PARP4,PDIA3,PGM3,PMM1,PMM2,POFUT1,POFUT2,POMGNT1,POMT1,POMT2,PPP6C,PREB,PRKCSH,RAB1A,RFT1,RPN1,RPN2,SAR1B,SCFD1,SDF2L1,SDF2,SEC13,SEC16A,SEC16B,SEC22B,SEC23A,SEC23IP,SEC24A,SEC24B,SEC24C,SEC24D,SEC31A,SEL1L,SERPINA1,SIRT1,SIRT2,SIRT3,SIRT4,SIRT5,SIRT6,SLC17A5,SLC35A1,SPON1,SRD5A3,ST3GAL1,ST3GAL2,ST3GAL3,ST3GAL4,ST3GAL5,ST3GAL6,ST6GAL1,ST6GAL2,ST6GALNAC1,ST6GALNAC2,ST6GALNAC3,ST6GALNAC4,ST6GALNAC5,ST6GALNAC6,ST8SIA1,ST8SIA2,ST8SIA4,ST8SIA5,STT3A,STT3B,STX5,SYVN1,TET1,TET2,TET3,TFG,TGFA,THBS1,TMED10,TMED2,TMEM115,TMEM165,TMEM5,TNKS2,TNKS,TRAK1,TRAPPC10,TRAPPC1,TRAPPC2L,TRAPPC2,TRAPPC3,TRAPPC4,TRAPPC5,TRAPPC6A,TRAPPC6B,TRAPPC9,TUSC3,UAP1,UBE2G2,UBE2J1,UGGT1,UGGT2,USO1,VCP
MACROMOLECULE GLYCOSYLATION%GOBP%GO:0043413	MACROMOLECULE GLYCOSYLATION	0.331739813677053	0.520540272722318	-1	ADAMTS13,ADAMTS5,ADAMTS7,ADAMTSL1,ADAMTSL4,ALG10B,ALG10,ALG11,ALG12,ALG13,ALG14,ALG1L,ALG1,ALG2,ALG3,ALG5,ALG6,ALG8,ALG9,ANKRD28,AREG,ARF4,B3GALNT2,B3GNT2,B3GNT3,B3GNT4,B3GNT5,B3GNT7,B3GNT8,B4GALT1,B4GALT2,B4GALT3,B4GALT4,B4GALT5,B4GALT6,B4GALT7,BET1,C1GALT1C1,C1GALT1,CALR,CANX,CD59,CFP,CMAS,CNIH2,CNIH3,COG3,COG7,COL7A1,CSNK1D,CTAGE5,CTSA,CTSC,CTSZ,DAD1,DDOST,DERL2,DERL3,DHDDS,DOLK,DOLPP1,DPAGT1,DPM1,DPM2,DPM3,DPY19L1,DPY19L2,DPY19L3,DPY19L4,EDEM1,EDEM2,EDEM3,ENTPD5,F5,F8,FKRP,FKTN,FOLR1,FUCA1,FUT10,FUT1,FUT2,FUT3,FUT4,FUT7,FUT8,GAL3ST1,GALNT10,GALNT11,GALNT12,GALNT13,GALNT14,GALNT1,GALNT2,GALNT3,GALNT4,GALNT5,GALNT6,GALNT7,GANAB,GCNT1,GCNT2,GCNT3,GFPT1,GFPT2,GLB1,GMPPA,GMPPB,GNE,GNPNAT1,GNPTAB,GOLGA2,GORASP1,GOSR2,GXYLT1,GXYLT2,GYLTL1B,ISPD,KIAA2018,LARGE,LMAN1,LRP2,MAGT1,MAN1A1,MAN1A2,MAN1B1,MAN1C1,MAN2A1,MAN2A2,MANEA,MCFD2,MGAT1,MGAT2,MGAT3,MGAT4A,MGAT4B,MGAT5,MIA3,MLEC,MOGS,MPI,MUC15,MUC1,MUC20,MUC4,MUC5B,MUC6,MVD,NANP,NANS,NAPA,NEU1,NEU3,NEU4,NPC1,NPL,NSF,OAS2,OGT,OS9,OSTC,PARP10,PARP16,PARP1,PARP3,PARP4,PDIA3,PGM3,PMM1,PMM2,POFUT1,POFUT2,POMGNT1,POMT1,POMT2,PPP6C,PREB,PRKCSH,RAB1A,RFT1,RPN1,RPN2,SAR1B,SCFD1,SDF2L1,SDF2,SEC13,SEC16A,SEC16B,SEC22B,SEC23A,SEC23IP,SEC24A,SEC24B,SEC24C,SEC24D,SEC31A,SEL1L,SERPINA1,SIRT1,SIRT2,SIRT3,SIRT4,SIRT5,SIRT6,SLC17A5,SLC35A1,SPON1,SRD5A3,ST3GAL1,ST3GAL2,ST3GAL3,ST3GAL4,ST3GAL5,ST3GAL6,ST6GAL1,ST6GAL2,ST6GALNAC1,ST6GALNAC2,ST6GALNAC3,ST6GALNAC4,ST6GALNAC5,ST6GALNAC6,ST8SIA1,ST8SIA2,ST8SIA4,ST8SIA5,STT3A,STT3B,STX5,SYVN1,TET1,TET2,TET3,TFG,TGFA,THBS1,TMED10,TMED2,TMEM115,TMEM165,TMEM5,TNKS2,TNKS,TRAK1,TRAPPC10,TRAPPC1,TRAPPC2L,TRAPPC2,TRAPPC3,TRAPPC4,TRAPPC5,TRAPPC6A,TRAPPC6B,TRAPPC9,TUSC3,UAP1,UBE2G2,UBE2J1,UGGT1,UGGT2,USO1,VCP
REGULATION OF ENDOPLASMIC RETICULUM STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:1902235	REGULATION OF ENDOPLASMIC RETICULUM STRESS-INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY	0.332071186988042	0.520885032716616	-1	BBC3,BCL2L11,CREB3L1,CREB3,DDIT3,EIF2AK3,HERPUD1,LRRK2,NCK1,OPA1,PARK2,PARK7,PMAIP1,SYVN1,TMBIM6,TXNDC12,XBP1
REGULATION OF CHROMATIN SILENCING%GOBP%GO:0031935	REGULATION OF CHROMATIN SILENCING	0.333308742968597	0.522650516285211	-1	ASF1A,ATAD2B,ATAD2,CDC45,H2AFY,HMGA1,MIER1,PHF2,PHF8,POU5F1,SIN3A,SIRT1,TET1,UHRF1,UHRF2
NEGATIVE REGULATION OF PROTEIN DEPOLYMERIZATION%GOBP%GO:1901880	NEGATIVE REGULATION OF PROTEIN DEPOLYMERIZATION	0.333678086791084	0.522770938735653	-1	ADD1,ADD2,APC,ARHGEF2,AURKA,AURKB,CAPZB,CCNB1,CIB1,CLASP1,CLASP2,EPS8,FGF13,GAS2L1,GSN,KATNB1,LIMA1,MID1IP1,PLEKHH2,SBDS,SCIN,TRIOBP,TWF2
ERROR-PRONE TRANSLESION SYNTHESIS%GOBP%GO:0042276	ERROR-PRONE TRANSLESION SYNTHESIS	0.333753553859854	0.522770938735653	-1	MAD2L2,PCNA,POLE2,POLI,POLK,REV1,REV3L,RFC1,RFC2,RFC3,RFC4,RFC5,RPA1,RPA2,RPA3,RPS27A,UBA52,UBB,UBC
SIGNALING BY TYPE 1 INSULIN-LIKE GROWTH FACTOR 1 RECEPTOR (IGF1R)%REACTOME%R-HSA-2404192.1	SIGNALING BY TYPE 1 INSULIN-LIKE GROWTH FACTOR 1 RECEPTOR (IGF1R)	0.333945851539602	0.522770938735653	-1	AKAP9,AKT1S1,AKT1,AKT2,ANGPT1,APBB1IP,ARAF,ARRB1,ARRB2,BRAF,BRAP,BTC,CAB39L,CAB39,CALM1,CALM2,CALM3,CAMK2B,CAMK2D,CAMK2G,CNKSR1,CNKSR2,CSF2RA,CSF2RB,CSK,CUL3,DAB2IP,DLG4,DUSP10,DUSP16,DUSP1,DUSP2,DUSP4,DUSP5,DUSP6,DUSP7,DUSP8,DUSP9,EEF2K,EGFR,EIF4B,EIF4EBP1,EIF4E,EIF4G1,ERBB2,FGF18,FGF1,FGF2,FGF7,FGF9,FGFR4,FN1,FRS2,FRS3,FYN,GAB1,GRIN2A,GRIN2D,HBEGF,HRAS,IGF1R,IGF1,IGF2,IL17RD,IL2RA,IL2RB,IL2RG,IL3RA,IQGAP1,IRS1,IRS2,ITGA2B,ITGB3,JAK1,JAK2,JAK3,KBTBD7,KIT,KRAS,KSR1,KSR2,MAP2K1,MAP2K2,MAP3K11,MAPK1,MAPK3,MARK3,MLST8,MTOR,NCAM1,NF1,NRAS,NRG2,NRG3,NRG4,PAQR3,PDE3B,PDGFB,PDGFRA,PDGFRB,PDPK1,PEA15,PEBP1,PHB,PIK3C3,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PIK3R4,PPM1A,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PPP5C,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKAG1,PRKAG2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB10,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,PTK2,PTPN11,PTPRA,RAF1,RAP1A,RAP1B,RAPGEF2,RASA1,RASA2,RASA3,RASA4,RASAL1,RASAL2,RASAL3,RASGEF1A,RASGRF2,RASGRP1,RASGRP3,RASGRP4,RBX1,RHEB,RPS27A,RPS6KB1,RPS6,RPTOR,RRAGA,RRAGB,RRAGC,RRAGD,SHC1,SHC2,SOS1,SPRED1,SPRED2,SPTAN1,SPTBN1,SPTBN2,SPTBN4,SPTBN5,SPTB,STK11,STRADA,STRADB,SYNGAP1,TEK,THEM4,TLN1,TLR9,TRIB3,TSC1,TSC2,UBA52,UBB,UBC,VCL,VWF,WDR83,YWHAB
IRS-RELATED EVENTS TRIGGERED BY IGF1R%REACTOME%R-HSA-2428928.1	IRS-RELATED EVENTS TRIGGERED BY IGF1R	0.333945851539602	0.522770938735653	-1	AKAP9,AKT1S1,AKT1,AKT2,ANGPT1,APBB1IP,ARAF,ARRB1,ARRB2,BRAF,BRAP,BTC,CAB39L,CAB39,CALM1,CALM2,CALM3,CAMK2B,CAMK2D,CAMK2G,CNKSR1,CNKSR2,CSF2RA,CSF2RB,CSK,CUL3,DAB2IP,DLG4,DUSP10,DUSP16,DUSP1,DUSP2,DUSP4,DUSP5,DUSP6,DUSP7,DUSP8,DUSP9,EEF2K,EGFR,EIF4B,EIF4EBP1,EIF4E,EIF4G1,ERBB2,FGF18,FGF1,FGF2,FGF7,FGF9,FGFR4,FN1,FRS2,FRS3,FYN,GAB1,GRIN2A,GRIN2D,HBEGF,HRAS,IGF1R,IGF1,IGF2,IL17RD,IL2RA,IL2RB,IL2RG,IL3RA,IQGAP1,IRS1,IRS2,ITGA2B,ITGB3,JAK1,JAK2,JAK3,KBTBD7,KIT,KRAS,KSR1,KSR2,MAP2K1,MAP2K2,MAP3K11,MAPK1,MAPK3,MARK3,MLST8,MTOR,NCAM1,NF1,NRAS,NRG2,NRG3,NRG4,PAQR3,PDE3B,PDGFB,PDGFRA,PDGFRB,PDPK1,PEA15,PEBP1,PHB,PIK3C3,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PIK3R4,PPM1A,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PPP5C,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKAG1,PRKAG2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB10,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,PTK2,PTPN11,PTPRA,RAF1,RAP1A,RAP1B,RAPGEF2,RASA1,RASA2,RASA3,RASA4,RASAL1,RASAL2,RASAL3,RASGEF1A,RASGRF2,RASGRP1,RASGRP3,RASGRP4,RBX1,RHEB,RPS27A,RPS6KB1,RPS6,RPTOR,RRAGA,RRAGB,RRAGC,RRAGD,SHC1,SHC2,SOS1,SPRED1,SPRED2,SPTAN1,SPTBN1,SPTBN2,SPTBN4,SPTBN5,SPTB,STK11,STRADA,STRADB,SYNGAP1,TEK,THEM4,TLN1,TLR9,TRIB3,TSC1,TSC2,UBA52,UBB,UBC,VCL,VWF,WDR83,YWHAB
IGF1R SIGNALING CASCADE%REACTOME DATABASE ID RELEASE 55%2428924	IGF1R SIGNALING CASCADE	0.333945851539602	0.522770938735653	-1	AKAP9,AKT1S1,AKT1,AKT2,ANGPT1,APBB1IP,ARAF,ARRB1,ARRB2,BRAF,BRAP,BTC,CAB39L,CAB39,CALM1,CALM2,CALM3,CAMK2B,CAMK2D,CAMK2G,CNKSR1,CNKSR2,CSF2RA,CSF2RB,CSK,CUL3,DAB2IP,DLG4,DUSP10,DUSP16,DUSP1,DUSP2,DUSP4,DUSP5,DUSP6,DUSP7,DUSP8,DUSP9,EEF2K,EGFR,EIF4B,EIF4EBP1,EIF4E,EIF4G1,ERBB2,FGF18,FGF1,FGF2,FGF7,FGF9,FGFR4,FN1,FRS2,FRS3,FYN,GAB1,GRIN2A,GRIN2D,HBEGF,HRAS,IGF1R,IGF1,IGF2,IL17RD,IL2RA,IL2RB,IL2RG,IL3RA,IQGAP1,IRS1,IRS2,ITGA2B,ITGB3,JAK1,JAK2,JAK3,KBTBD7,KIT,KRAS,KSR1,KSR2,MAP2K1,MAP2K2,MAP3K11,MAPK1,MAPK3,MARK3,MLST8,MTOR,NCAM1,NF1,NRAS,NRG2,NRG3,NRG4,PAQR3,PDE3B,PDGFB,PDGFRA,PDGFRB,PDPK1,PEA15,PEBP1,PHB,PIK3C3,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PIK3R4,PPM1A,PPP2CA,PPP2CB,PPP2R1A,PPP2R1B,PPP2R5A,PPP2R5B,PPP2R5C,PPP2R5D,PPP2R5E,PPP5C,PRKAA1,PRKAA2,PRKAB1,PRKAB2,PRKAG1,PRKAG2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB10,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMB8,PSMB9,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD10,PSMD11,PSMD12,PSMD13,PSMD14,PSMD1,PSMD2,PSMD3,PSMD4,PSMD5,PSMD6,PSMD7,PSMD8,PSMD9,PSME1,PSME2,PSME3,PSME4,PSMF1,PTK2,PTPN11,PTPRA,RAF1,RAP1A,RAP1B,RAPGEF2,RASA1,RASA2,RASA3,RASA4,RASAL1,RASAL2,RASAL3,RASGEF1A,RASGRF2,RASGRP1,RASGRP3,RASGRP4,RBX1,RHEB,RPS27A,RPS6KB1,RPS6,RPTOR,RRAGA,RRAGB,RRAGC,RRAGD,SHC1,SHC2,SOS1,SPRED1,SPRED2,SPTAN1,SPTBN1,SPTBN2,SPTBN4,SPTBN5,SPTB,STK11,STRADA,STRADB,SYNGAP1,TEK,THEM4,TLN1,TLR9,TRIB3,TSC1,TSC2,UBA52,UBB,UBC,VCL,VWF,WDR83,YWHAB
REGULATION OF OSTEOCLAST DIFFERENTIATION%GOBP%GO:0045670	REGULATION OF OSTEOCLAST DIFFERENTIATION	0.334360048717297	0.523243752856823	1	ATP6AP1,BGLAP,CCL3,CCR1,CEBPB,CSF1,FSTL3,IL23A,LILRB1,LILRB3,LILRB4,LRRC17,LTF,MAFB,MTOR,TLR3,TLR4,TNF,TRAF6,ZNF675
REGULATION OF PROTEIN TYROSINE KINASE ACTIVITY%GOBP%GO:0061097	REGULATION OF PROTEIN TYROSINE KINASE ACTIVITY	0.334686913288736	0.523559495299909	1	ACE,ADAM17,ADRA2A,ADRA2C,AFAP1L2,AGT,APP,CAV1,CBLC,CCL5,CSF1R,DOK7,ERBB3,ERCC6,ERRFI1,FBXW7,FGFR1OP,GAS6,GNB2L1,GPRC5A,GPRC5B,HYAL2,IBTK,LRP8,MVP,NCK2,PAK2,PDGFB,PTK6,PTPN1,RAP2B,RAP2C,RELN,SH3BP5L,SH3BP5,SHC1,SNX6,SOCS4,SOCS5,TGFA,UNC119,ZFYVE28,ZGPAT
POSITIVE REGULATION OF HISTONE METHYLATION%GOBP%GO:0031062	POSITIVE REGULATION OF HISTONE METHYLATION	0.334786275343972	0.523559495299909	-1	AUTS2,BRCA1,CTNNB1,CTR9,DNMT1,DNMT3B,JARID2,MTF2,MYB,OGT,PAF1,PAXIP1,PHF19,PHF1,SIRT1,SMAD4,SNW1,TET1,WDR61,XBP1
